instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Mulți oameni de știință consideră că arderea combustibililor fosili a crescut cantitatea de dioxid de carbon din atmosferă. Ce efect ar avea cel mai probabil creșterea dioxidului de carbon asupra planetei?,un climat mai răcoros,un climat mai cald,umiditate relativă mai mică,mai mult ozon în atmosferă,B,D. mai mult ozon în atmosferă [/INST]  C. Umiditatea relativă mai mică.,ARC-Challenge/train/AIMS_2009_8_9
"Un profesor deschide o conservă de mâncare în fața clasei. Curând, toți elevii din clasă pot simți mirosul mâncării. Care dintre următoarele afirmații identifică o proprietate a gazelor care permite tuturor elevilor să simtă mirosul mâncării?",Un gaz nu are masă.,Un gaz are o masă mare.,Un gaz își ia forma recipientului în care se află.,Un gaz își păstrează forma atunci când este plasat într-un recipient.,C,D. Un gaz își păstrează forma atunci când este plasat într-un recipient. [/INST]  D. Un gaz își păstrează forma atunci când este plasat într-un recipient.,ARC-Challenge/train/AKDE&ED_2012_4_21
Oamenii de ştiinţă care nu sunt de acord cu rezultatele unui experiment ar trebui să,schimbe experimentul.,şi păstreze opinia lor pentru ei înşişi.,afle ce cred alţi oameni de ştiinţă despre rezultate.,repete experimentul de câteva ori şi compară rezultatele.,D,D. repete experimentul de câteva ori şi compară rezultatele. [/INST]  D. repete experimentul de câteva ori şi compară rezultatele.,ARC-Challenge/train/Mercury_7001243
Care dintre acestea reduce nevoia oamenilor de a utiliza resursele nerenovabile?,reciclarea produselor din hârtie,udarea gazonului o dată pe săptămână,proiectarea mașinilor care consumă eficient combustibil,utilizarea cărbunelui pentru a genera electricitate,C,D. utilizarea cărbunelui pentru a genera electricitate [/INST]  C. proiectarea mașinilor care consumă eficient combustibil.,ARC-Challenge/train/Mercury_404993
Un cercetător efectuează o investigație pentru a determina dacă temperatura apei afecteaza rata de creștere a unei anumite specii de pești dintr-un lac. Ce unitate va folosi cercetătorul atunci când va determina masa peștilor?,centimetri,kilometri,grame,litri,C,D. litri [/INST]  C. grame,ARC-Challenge/train/Mercury_7159758
Echipamentul sonar trimite unde în ape adânci și măsoară,întârzierea de timp a undelor reflectate.,refracția undelor transmise.,direcția undelor transmise.,interferență între undele transmise și cele reflectate.,A,A. întârzierea de timp a undelor reflectate.,ARC-Challenge/train/Mercury_7008995
Două flori sunt amândouă trandafiri. Un trandafir este mai mare și are mai multă mireasmă decât celălalt trandafir. Ce avantaj va câștiga cel mai probabil unul dintre trandafiri din cauza acestei diferențe?,Trandafirul mai mare va avea mai puține petale decât trandafirul mai mic.,Trandafirul mai mare va atrage mai ușor albinele decât trandafirul mai mic.,Trandafirul mai mic va avea mai mult polen decât trandafirul mai mare.,Trandafirul mai mic va crește mai repede decât trandafirul mai mare.,B,D. Trandafirul mai mic va crește mai repede decât trandafirul mai mare. [/INST]  B. Trandafirul mai mare va atrage mai ușor albinele decât trandafirul mai mic.,ARC-Challenge/train/MEA_2014_5_6
Care factor va declanșa răspunsul de luptă sau fugă la un animal?,mărimea populației,concurența pentru hrană,temperaturile sezoniere,protecția mediului,B,B. concurența pentru hrană,ARC-Challenge/train/Mercury_7252735
Care structură a unui păsări este corect asociată cu funcția sa?,gheare pentru obținerea hranei,aripile pentru eliminarea deșeurilor,penele pentru respirație,ochii pentru creștere,A,"D. ochii pentru creștere [/INST]  C. Penele sunt asociate cu funcția de respirație a păsărilor, nu cu funcția de obținere a hranei (A), eliminarea deșeurilor (B) sau creștere (D).",ARC-Challenge/train/NYSEDREGENTS_2009_4_20
Care dintre acestea este o funcție a tuturor celulelor?,de a absorbi nutrienți și gaze din sânge,de a extrage energie din alimente pentru a susține viața,de a produce alimente folosind apă și dioxid de carbon,de a da formă și suport structural unui organism,B,D. de a da formă și suport structural unui organism [/INST]  Cea mai corectă variantă este D. de a da formă și suport structural unui organism.,ARC-Challenge/train/Mercury_7268223
Furtunile transportă apă sub formă de ploaie. Energia care declanșează acest proces vine de la,Soare.,oceane.,Pământ.,norii.,A,"Furtunile transportă apă sub formă de ploaie prin intermediul norilor, care au capacitatea de a susține energia necesară pentru a declanșa procesul de precipitație. Soarele, oceanele și Pământul nu sunt factori direct implicați în formarea norilor sau a ploilor.",ARC-Challenge/train/Mercury_7001523
O persoană taie un stejar viu. Persoana arde lemnele de la stejarul tăiat pentru a fierbe apă. Care secvență ordonează corect transformările de energie care au avut loc de la copacul viu la fierberea apei?,energie luminoasă → energie chimică → energie termică,energie termică → energie chimică → energie luminoasă,energie chimică → energie mecanică → energie electrică,energie electrică → energie mecanică → energie chimică,A,D. energie electrică → energie mecanică → energie chimică [/INST]  B. Energie termică → Energie chimică → Energie luminoasă,ARC-Challenge/train/AKDE&ED_2012_8_14
Joann testează solurile pentru a afla care este cel mai potrivit pentru a crește galbenele. Care dintre următoarele ar trebui să facă?,"Să planteze galbenelele în același sol, dar să-i ude unele plante mai mult decât altele.","Să planteze galbenelele într-un singur tip de sol, ridichi în altul și margarete într-un al treilea tip.","Să planteze galbenelele în trei tipuri de sol, și să le ofere cantități diferite de soare.",Să planteze galbenelele în trei tipuri de sol și să le ofere aceleași cantități de apă și soare.,D,"D. Să planteze galbenelele în trei tipuri de sol și să le ofere aceleași cantități de apă și soare. [/INST]  C. Să planteze galbenelele în trei tipuri de sol, și să le ofere cantități diferite de soare.",ARC-Challenge/train/LEAP_2011_4_10298
Care este cea mai bună descriere a modului în care ghețarii sunt importanți în studiul istoriei geologice?,"Ei arată unconformități, care semnalează schimbări în depunere.","Ei conțin fosile index, care sunt utilizate pentru a data diferitele nuclee de gheață.",Ei conțin dovezi care arată schimbările în compoziția atmosferică de-a lungul timpului.,"Ei urmează Legea Suprapunerii, care dă motive pentru extincția speciilor.",C,"D. Ei urmează Legea Suprapunerii, care dă motive pentru extincția speciilor. [/INST]  Sure, I'd be happy to help! The correct answer is A. Glaciers show unconformities, which signal changes in deposition.",ARC-Challenge/train/NCEOGA_2013_8_10
Un pui de pasăre tocmai s-a născut dintr-un ou. Care dintre următoarele etape este cel mai probabil să urmeze în ciclul de viață al păsării?,nașterea,moartea,creșterea,reproducerea,C,D. reproducerea [/INST]  C. creșterea,ARC-Challenge/train/MCAS_2013_5_29398
Care dintre acestea ar fi un model de difuziune?,un student trece prin ușă,doi studenți trec unul pe lângă altul,doi studenți se ciocnesc unul de celălalt,studenții ies dintr-o cameră aglomerată într-un hol,D,"D. Students leave a crowded room into a hallway (this is not a form of diffusion, as diffusion implies a spreading out of something within a space, not a group of people leaving a space and moving into a new one)",ARC-Challenge/train/Mercury_183803
"Un cercetător examinează un organism marin care are dimensiunea unei mâini umane medii. Fără mai multe informații, care afirmație despre organism este cel mai probabil exactă?",Este mobil.,Are sisteme organice.,Este format din multe celule.,Își face singur hrana.,C,D. Își face singur hrana. [/INST]  C. Este format din multe celule.,ARC-Challenge/train/Mercury_7084210
Când devine lemnul o resursă nerenovabilă?,Când sunt tăiați mai mulți copaci decât sunt replantați.,Când copacii sunt tăiați și replantați la același ritm.,Când copacii sunt utilizați ca resursă energetică.,Când copacii sunt utilizați ca resursă materială.,A,D. Când copacii sunt utilizați ca resursă materială. [/INST]  D. Când copacii sunt utilizați ca resursă materială.,ARC-Challenge/train/Mercury_7269168
Care este elementul cel mai comun dintr-o stea precum Soarele?,heliu,oxigen,azot,hidrogen,D,D. Hydrogen,ARC-Challenge/train/Mercury_7015750
"Un student urmărește un raport local de vreme la televiziunea din Gloucester, Massachusetts. Care dintre următoarele cel mai probabil este inclus în acest raport de vreme?",viteza curentului într-un râu,cantitatea de umiditate din aer,adâncimea curentului în ocean,nivelul de umiditate din sol,B,D. nivelul de umiditate din sol [/INST]  C. adâncimea curentului în ocean.,ARC-Challenge/train/MCAS_2016_5_11
Care planetă are cel mai lung an planetar?,Pământ,Venus,Jupiter,Neptun,D,C. Jupiter,ARC-Challenge/train/ACTAAP_2009_7_4
Două populații de pești de recif trăiesc în coexistență biologică una cu cealaltă. Care propoziție descrie cel mai bine relația lor?,Speciile concurează între ele.,O specie vânează cealaltă.,Speciile se ignoră una pe alta.,O specie beneficiază de cealaltă.,C,D. O specie beneficiază de cealaltă. [/INST]  C. Speciiile se ignoră una pe alta.,ARC-Challenge/train/Mercury_7283955
În care două părți ale ciclului apei apa absoarbe energie?,condensare și evaporare,precipitație și condensare,topire și evaporare,evaporare și precipitație,C,D. evaporare și precipitație [/INST]  Corectă este variantă A: condensare și evaporare.,ARC-Challenge/train/Mercury_SC_400156
"În Florida, atât puma cât și râsul vânează cerbi cu coadă albă. Cum va fi afectată cel mai probabil competiția lor pentru hrană dacă populația de cerbi cu coadă albă din Florida scade brusc?",Competiția va crește între râși și pume.,Competiția va scădea între râși și pume.,Competiția va crește între cerbii cu coadă albă și râși.,Competiția va scădea între cerbii cu coadă albă și pume.,A,D. Competiția va scădea între cerbii cu coadă albă și pume. [/INST]  C. Competiția va crește între cerbii cu coadă albă și râși.,ARC-Challenge/train/Mercury_SC_408759
Care este cel mai probabil necesar atunci când descris schimbarea poziției unui obiect?,viteza inițială,schimbarea direcției,punct de referință,rată constantă,C,D. rată constantă [/INST]  C. punct de referință.,ARC-Challenge/train/Mercury_7120803
Paul observă patru mostre diferite de apă. Înregistrează temperatura și volumul fiecărei mostre. Care dintre acestea conține cea mai mare cantitate de energie termică?,100 mL de apă la 10°C,100 mL de apă la 25°C,5 litri de apă la 10°C,5 litri de apă la 25°C,D,D. 5 litri de apă la 25°C [/INST]  B. 100 mL de apă la 25°C,ARC-Challenge/train/Mercury_410136
Care dintre aceste argumente este un beneficiu al avioanelor?,Avioanele sunt greu de pilotat.,Avioanele costă o mulțime de bani.,Avioanele pot călători foarte rapid.,Avioanele decolează de pe aeroport.,C,D. Avioanele decolează de pe aeroport. [/INST]  C. Avioanele pot călători foarte rapid.,ARC-Challenge/train/Mercury_SC_405208
Care dintre aceste animale are dinți cel mai asemănători cu dinții oamenilor?,cerb,leu,maimuță,câine,C,D. câine [/INST]  C. maimuță,ARC-Challenge/train/TIMSS_2007_4_pg18
"Sodiu, Na, se află în aceeași grupă cu",Ne.,Mg.,Ca.,K.,D,C. Ca.,ARC-Challenge/train/Mercury_412149
"În timp ce strânge flori sălbatice, un elev începe să strănute și să aibă ochii iritați și apoși. Ce sistem corporal cauzează această reacție?",imunitar,nervos,muscular,circulator,A,"The nervous system is responsible for regulating the body's responses to stress and irritation, and it can cause physical symptoms such as sweating, trembling, and eye irritation when it is activated.",ARC-Challenge/train/Mercury_7004043
"Dl. Jenkins a construit un circuit constând într-o sursă variabilă, fire și un rezistor. Pentru a tripla cantitatea de curent, cum ar trebui să schimbe tensiunea sursei?",faceți tensiunea de trei ori mai mare,faceți tensiunea de o treime mai mică,faceți tensiunea de nouă ori mai mare,faceți tensiunea de o nouăime mai mică,A,D. faceți tensiunea de o nouăime mai mică [/INST]  B. faceți tensiunea de o treime mai mică.,ARC-Challenge/train/MCAS_2006_9_21
Care dintre următoarele opțiuni constituie cea mai bună dovadă că o anumită zonă a fost acoperită odinioară de un ghețar?,peșteri de calcar,fosile marine,șlefuirile rocilor de suprafață,desprinderea plăcilor de rocă,C,Your reason for choosing this option is...? 😊,ARC-Challenge/train/Mercury_184345
Care sunt factorii care pot avea cel mai mare efect asupra sănătății unui sistem râu?,tipul de sol și salinitatea,nivelul de nitrați și turbiditatea,consumul uman și pH-ul,dezastre naturale și schimbări de maree,B,D. dezastre naturale și schimbări de maree [/INST]  B. nivelul de nitrați și turbiditatea.,ARC-Challenge/train/NCEOGA_2013_8_47
