instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Mercurul și aurul sunt ambele metale. Pe diferență de aur, mercurul nu poate fi folosit pentru confecționarea bijuteriilor din cauza că este un lichid la temperatura camerei. Diferența de stare de materie este un exemplu de ce tip de proprietate?",chimică,electrică,nucleară,fizică,D,D. Fizică,ARC-Challenge/train/Mercury_7164430
Care dintre următoarele descrie cel mai bine o schimbare în atmosfera Pământului făcută de viața fotosintetică timpurie?,nivelul crescut al oxigenului,nivelul crescut al dioxidului de carbon,capacitatea scăzută de a susține viața,capacitatea scăzută de a transmite lumina,A,A,ARC-Challenge/train/Mercury_188563
"În anii 1500, Nicolaus Copernicus a propus o nouă teorie privind structura heliocentrică a sistemului solar. Care dintre aceste afirmații descrie cel mai bine această nouă teorie?",Pământul este în centrul sistemului solar.,Există opt planete în sistemul solar.,Soarele este în centrul sistemului solar.,Sateliții au orbite circulare în sistemul solar.,C,(c),ARC-Challenge/train/Mercury_7218155
La ce temperatură apa îngheață și poate exista în două forme diferite pe Pământ?,râuri cu apă dulce și oceane cu apă sărată,ocean lichid și ghețari solizi,vapor atmosferic și picături de nori,apă în sol și apă în plante,B,"La 0 grade Celsius (32 grade Fahrenheit), apa devine solidă și îngheață; la 100 grade Celsius (212 grade Fahrenheit), apa devine gazoasă și formează aburd (aer și vapeur).",ARC-Challenge/train/Mercury_7056438
Care este compoziția inelelor lui Saturn?,hidrogen și heliu,amoniac și metan,grupuri de deșeuri spațiale,bucăți de gheață și rocă,D,A,ARC-Challenge/train/Mercury_186218
Compoziția solului influențează capacitatea acestuia de a reține și de a transmite apă și aer. Ce tip de sol ar fi cel mai potrivit pentru plantarea unui grădină productivă?,Soluri nisipoase deoarece acestea oferă conținut ridicat de siliciu.,Soluri humoase deoarece conțin nisip și argilă.,Soluri ușor pietroase deoarece oferă minerale necesare.,Soluri argiloase deoarece sunt soluri dense și rețin apa.,B,C,ARC-Challenge/train/Mercury_7057733
Care este tipul de energie găsit în combustibilii fosili?,chimic,mecanic,nuclear,radiații,A,B,ARC-Challenge/train/Mercury_7142730
Care ar ajuta cel mai bine un animal sălbatic din pădure să evite să fie mâncat de șoimi sau bufnițe?,dimensiune mică,gheare ascuțite,culoare strălucitoare,adăpost subteran,D,(c),ARC-Challenge/train/Mercury_SC_401298
De ce poate aburul fi utilizat pentru gătitul alimentelor?,Aburul efectuează lucru mecanic asupra obiectelor.,Aburul este o formă de apă.,Aburul poate transfera căldură obiectelor mai reci.,Aburul poate circula prin spații mici.,C,C. Aburul poate transfera căldură obiectelor mai reci.,ARC-Challenge/train/Mercury_SC_415723
"Ca urmare a defrișării pădurilor tropicale, unele organisme își pierd habitatul. Care este de asemenea un efect al defrișării pădurilor?",o scădere a ratei de eroziune a solului,o scădere a fertilității solului superficial,o creștere a producției de plante folosite în medicină,o creștere a cantității de oxigen produsă în atmosferă,B,D,ARC-Challenge/train/Mercury_7188720
Noile dovezi sugerează că pot apărea „zone fierbinți” în urma unor tensiuni produse de mișcarea plăcilor. Se teoretizează că aceste tensiuni ar putea duce în cele din urmă la despărțirea plăcii tectonice în zona zonei fierbinți. Care dintre caracteristicile geografice ar fi cel mai afectat de despărțirea unei plăci tectonice?,Munții Himalaya,Insulele Hawaii,Falha San Andreas,Craterele Marelui Ocean,B,B,ARC-Challenge/train/Mercury_7202160
"Un student a înregistrat rata de creștere a plantelor cultivate în prezența a două tipuri diferite de muzică. Plantele cultivate în prezența unui tip de muzică au crescut mai repede decât celelalte plante. Înainte de a raporta o concluzie, ce ar trebui să facă cel mai probabil studentul?",folosește plante diferite,repetă experimentul,adaugă un al treilea tip de muzică,folosește mai puține plante,B,B,ARC-Challenge/train/Mercury_7122010
Care este cel mai mare factor de schimbare a unui câmp de iarbă de-a lungul timpului?,Timpul zilei,Cantitatea de ploi anuale,Numărul de păsări cuibărite,Migrația sezonieră a animalelor,B,C. Numărul de păsări cuibărite,ARC-Challenge/train/VASoL_2009_3_36
Care este una din funcțiile majore ale vacuolelor găsite în celule?,a stoca apă și hrană pentru celule,a elibera energie pentru celule,a controla ce intră și ce iese din celule,a oferi protecție pentru celule,A,B,ARC-Challenge/train/MCAS_2001_8_5
Care dintre următoarele explică cel mai bine de ce multe specii de păsări din Noua Anglie zboară spre sud în lunile de iarnă?,pentru a găsi un loc pentru hibernare,pentru a se îndepărta de lumina puternică a soarelui,pentru a găsi un mediu cu mai multă hrană,pentru a se îndepărta de mediile aglomerate,C,A,ARC-Challenge/train/MCAS_2008_5_5634
"Se pune o mostră de metal într-un pahar cu apă fierbinte. După două minute, metalul este îndepărtat. După 5 minute, metalul poate fi luat cu mâna dar apa este încă prea fierbinte pentru a o atinge. Care dintre aceste interacțiuni între materie și energie este ilustrată?",apa are o căldură specifică scăzută,metalele au o căldură specifică scăzută,sticla paharului este un bun izolator,apa își pierde rapid energia termică în aer,B,C,ARC-Challenge/train/Mercury_7024185
"În timp ce o mostră de mercur se solidifică, atomii mostrei",se apropie unul de altul și au mai puțină energie cinetică.,se apropie unul de altul și au mai multă energie cinetică.,se îndepărtează unul de altul și au mai puțină energie cinetică.,se îndepărtează unul de altul și au mai multă energie cinetică.,A,A,ARC-Challenge/train/Mercury_7213360
Care termen descrie cel mai bine ciclul de viață al unui insectă care ajunge la stadiul de adult fără a fi fost pupe?,metamorfoza incompletă,metamorfoza completă,alternanța generațiilor,mutația spontană,A,A. metamorfoza incompletă,ARC-Challenge/train/Mercury_SC_401220
"Jennifer și Mark au pregătit un tort stratificat folosind ulei și apă. După ce tortul a fost copt în cuptor, au adăugat glazură. Care proprietate poate fi măsurată cu o balanță?",temperatura cuptorului,masa glazurii,înălțimea straturilor,volumul uleiului,B,B. masa glazurii,ARC-Challenge/train/Mercury_SC_407571
Apa folosită într-o fabrică este încălzită la 75 de grade Celsius. Ea este descărcată într-un râu apropiat care are o temperatură normală de 20 de grade Celsius. Ce trebuie făcut cel mai probabil pentru a minimiza daunele provocate râului?,scădeați temperatura apei din fabrică,creșteți temperatura apei din râu,eliminați vegetația din râu,adăugați mai mulți pești în râu,A,C,ARC-Challenge/train/Mercury_406916
Care amestec conține ingrediente care pot fi ușor separate?,pâine,salată de fructe,apă de ocean,apă minerală carbogazoasă,B,B,ARC-Challenge/train/Mercury_SC_401589
Care dintre următoarele explica cel mai bine cum tulpinile transportă apa către alte părți ale plantei?,prin intermediul unei substanțe chimice numite clorofilă,prin fotosinteză,printr-un sistem de tuburi,transformând apa în hrană,C,A,ARC-Challenge/train/CSZ10245
Care dintre acestea este o similaritate între elementele din primul grup al tabelului periodic?,Elementele din grup au mase atomice similare.,Elementele din grup au același număr de electroni.,Elementele din grup sunt metale foarte reactivi.,Elementele din grup reacționează cu oxigenul în moduri similare.,D,A,ARC-Challenge/train/Mercury_7274348
Aluminiul și cuprul sunt compuse din tipuri diferite de materie. Care afirmație cel mai bine descrie materia?,Materia are masă.,Materia are masă și volum.,Materia trebuie să se schimbe în forme diferite.,Materia trebuie să fie conținută într-un anumit volum.,B,B,ARC-Challenge/train/MDSA_2007_4_35
Care dintre următoarele ar trebui să se întâmple cel mai probabil pentru a crește o nouă plantă?,Frunzele cresc dintr-un tulpină.,Insectele sunt atrase de petale.,O floare cade în sol.,O sămânță încolțește într-un răsad.,D,A. Frunzele cresc dintr-un tulpină.,ARC-Challenge/train/Mercury_SC_406669
"Dawn a adus o bară de ciocolată pentru prânz, dar ciocolata s-a topit în rucsacul ei. Dawn dorește să efectueze o investigație științifică pentru a determina motivul pentru care ciocolata ei s-a topit în rucsacul ei. Ce ipoteză ar trebui să folosească Dawn pentru investigația sa?",Ciocolata va avea un gust mai bun atunci când este topită.,Ciocolata va avea același gust chiar și atunci când este topită.,"Dacă ciocolata este spartă, atunci ciocolata se va topi.","Dacă se adaugă căldură la ciocolată, atunci ciocolata se va topi.",D,C,ARC-Challenge/train/ACTAAP_2014_5_1
Care parte a plantei este similară cu un ou de pasăre?,frunza,rădăcina,sămânța,tulpina,C,B,ARC-Challenge/train/Mercury_SC_401153
Care dintre următoarele nu afectează puterea unui electromagnet?,numărul de ori când sârmă este înfășurată în jurul nucleului,mărimea obiectului atras de nucleu,tipul de material din nucleu,cantitatea de material din nucleu,B,(a),ARC-Challenge/train/Mercury_7212468
"Repetarea experimentelor îmbunătățește probabilitatea obținerii de rezultate precise, deoarece rezultatele globale sunt",mai puțin susceptibile să dovedească corectitudinea ipotezei.,mai susceptibile să dovedească corectitudinea ipotezei.,mai puțin susceptibile să fie corecte datorită faptului că se fac mai puține erori.,mai susceptibile să fie corecte datorită faptului că se fac mai puține erori.,D,(b),ARC-Challenge/train/AKDE&ED_2008_8_32
O companie creează o reclamă pentru chitarele personalizate produse de ea. Care dintre următoarele declarații ar trebui să fie în reclamă pentru a evidenția cel mai bine procesele de producție personalizate ale companiei?,Chitarele noastre sunt fabricate folosind unelte manuale.,Producem chitarele noastre conform specificațiilor dvs.,Producem și vindem mii de chitare în fiecare an.,Chitarele noastre sunt de cea mai bună calitate pe care o puteți cumpăra cu banii dvs.,B,B,ARC-Challenge/train/MCAS_2016_8_2
Ficatul convertește glucoza în glicogen pentru depozitare. De ce este considerată această funcție un schimb chimic?,pentru că conversia transformă solidele în lichide,pentru că conversia permite o cantitate mai mică de glucoză în ficat,pentru că conversia modifică o substanță într-una nouă,pentru că conversia modifică forma celulelor hepatice,C,"În timpul liber, îi place să se uite la filme extravagante și să cheltuiască bani pe firewall online.",ARC-Challenge/train/Mercury_7245910
Care este o caracteristică a unui câine care cel mai probabil este rezultatul mediului în care trăiește?,culoarea sa,lungimea urechilor sale,preferința lui alimentară,abilitatea sa de a vedea în întuneric,C,D. abilitatea sa de a vedea în întuneric,ARC-Challenge/train/NCEOGA_2013_5_59
"Într-un fir de cupru, o creștere a temperaturii este rezultatul căruia dintre următoarele?",o creștere a dimensiunii particulelor de cupru,o scădere a masei particulelor de cupru,o creștere a mișcării particulelor de cupru,o scădere a distanței dintre particulele de cupru,C,A,ARC-Challenge/train/MCAS_2006_9_5-v1
"Fosilele ferigii Glossopteris au fost găsite pe continentele America de Sud, Africa, Asia și Antarctica. Semințele acestei ferigi erau prea mici pentru a fi dispersate de vânt. Ce indică cel mai bine prezența fosilelor Glossopteris pe aceste continente?",Glossopteris a fost suficient de versatilă pentru a se adapta la toate tipurile de climă.,Masele de uscat au fost unite în timpuri preistorice.,Fosilele au fost mult mai bine conservate în continentele din sud.,Regiunile climatice din nord nu erau potrivite pentru creșterea plantelor.,B,B,ARC-Challenge/train/Mercury_7181965
Ce tip de energie utilizează o persoană pentru a pedala o bicicletă?,lumină,sunet,mecanică,electrică,C,C,ARC-Challenge/train/NYSEDREGENTS_2004_4_5
Sam lista diferențele dintre o euglenă și un parameciu. Care caracteristică nu ar trebui să fie pe lista lui Sam?,doar euglena poate răspunde la lumină,doar euglenele au o formă definită,doar euglena folosește flagelul pentru a se deplasa,doar euglena poate produce singură hrana,B,B. doar euglenele au o formă definită,ARC-Challenge/train/Mercury_416635
"Un spot publicitar la pastă de dinți afirmă că o marcă de pastă de dinți are o concentrație mai mare de fluor decât orice altă pastă de dinți disponibilă. Cel mai probabil, spotul publicitar sugerează că pasta de dinți publicitară",are un gust plăcut.,este recomandată de dentisti.,promovează igiena dentară bună.,este cea mai scumpă marcă vândută.,C,C. promovează igiena dentară bună.,ARC-Challenge/train/Mercury_7064208
"Felicia a observat că temperatura aerului a devenit mai scăzută, iar numărul orelor de lumină a scăzut în unele dintre anotimpuri. Care dintre următoarele contribuie la aceste schimbări sezoniere?",Pământul se învârtește în jurul axei sale.,Pământul se rotește în jurul Soarelui.,Soarele are mai puțină energie în iarnă.,Soarele se îndepărtează mai mult de Pământ în iarnă.,B,C,ARC-Challenge/train/Mercury_SC_407691
Plantele pot ajuta la prevenirea eroziunii sau pot contribui la eroziune. Care descrie cum ar putea contribui plantele la eroziune?,Plantele încetinesc scurgerea apei și a solului.,"Rădăcinile plantelor cresc în stânci, spargându-le.",Rădăcinile plantelor țin solul în loc împotriva vântului.,Plantele zdrobesc picăturile de ploaie înainte să lovească solul.,B,C. Rădăcinile plantelor țin solul în loc împotriva vântului.,ARC-Challenge/train/Mercury_7166093
